,id,homeID,awayID,season,status,roundID,game_week,revised_game_week,homeGoals,awayGoals,homeGoalCount,awayGoalCount,totalGoalCount,team_a_corners,team_b_corners,totalCornerCount,team_a_offsides,team_b_offsides,team_a_yellow_cards,team_b_yellow_cards,team_a_red_cards,team_b_red_cards,team_a_shotsOnTarget,team_b_shotsOnTarget,team_a_shotsOffTarget,team_b_shotsOffTarget,team_a_shots,team_b_shots,team_a_fouls,team_b_fouls,team_a_possession,team_b_possession,refereeID,coach_a_ID,coach_b_ID,stadium_name,stadium_location,team_a_cards_num,team_b_cards_num,odds_ft_1,odds_ft_x,odds_ft_2,odds_ft_over05,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_ft_under05,odds_ft_under15,odds_ft_under25,odds_ft_under35,odds_ft_under45,odds_btts_yes,odds_btts_no,odds_team_a_cs_yes,odds_team_a_cs_no,odds_team_b_cs_yes,odds_team_b_cs_no,odds_doublechance_1x,odds_doublechance_12,odds_doublechance_x2,odds_1st_half_result_1,odds_1st_half_result_x,odds_1st_half_result_2,odds_2nd_half_result_1,odds_2nd_half_result_x,odds_2nd_half_result_2,odds_dnb_1,odds_dnb_2,odds_corners_over_75,odds_corners_over_85,odds_corners_over_95,odds_corners_over_105,odds_corners_over_115,odds_corners_under_75,odds_corners_under_85,odds_corners_under_95,odds_corners_under_105,odds_corners_under_115,odds_corners_1,odds_corners_x,odds_corners_2,odds_team_to_score_first_1,odds_team_to_score_first_x,odds_team_to_score_first_2,odds_win_to_nil_1,odds_win_to_nil_2,odds_1st_half_over05,odds_1st_half_over15,odds_1st_half_over25,odds_1st_half_over35,odds_1st_half_under05,odds_1st_half_under15,odds_1st_half_under25,odds_1st_half_under35,odds_2nd_half_over05,odds_2nd_half_over15,odds_2nd_half_over25,odds_2nd_half_over35,odds_2nd_half_under05,odds_2nd_half_under15,odds_2nd_half_under25,odds_2nd_half_under35,odds_btts_1st_half_yes,odds_btts_1st_half_no,odds_btts_2nd_half_yes,odds_btts_2nd_half_no,overallGoalCount,ht_goals_team_a,ht_goals_team_b,goals_2hg_team_a,goals_2hg_team_b,GoalCount_2hg,HTGoalCount,date_unix,winningTeam,no_home_away,btts_potential,btts_fhg_potential,btts_2hg_potential,goalTimingDisabled,attendance,corner_timings_recorded,card_timings_recorded,team_a_fh_corners,team_b_fh_corners,team_a_2h_corners,team_b_2h_corners,corner_fh_count,corner_2h_count,team_a_fh_cards,team_b_fh_cards,team_a_2h_cards,team_b_2h_cards,total_fh_cards,total_2h_cards,attacks_recorded,team_a_dangerous_attacks,team_b_dangerous_attacks,team_a_attacks,team_b_attacks,team_a_xg,team_b_xg,total_xg,team_a_penalties_won,team_b_penalties_won,team_a_penalty_goals,team_b_penalty_goals,team_a_penalty_missed,team_b_penalty_missed,pens_recorded,goal_timings_recorded,team_a_0_10_min_goals,team_b_0_10_min_goals,team_a_corners_0_10_min,team_b_corners_0_10_min,team_a_cards_0_10_min,team_b_cards_0_10_min,throwins_recorded,team_a_throwins,team_b_throwins,freekicks_recorded,team_a_freekicks,team_b_freekicks,goalkicks_recorded,team_a_goalkicks,team_b_goalkicks,o45_potential,o35_potential,o25_potential,o15_potential,o05_potential,o15HT_potential,o05HT_potential,o05_2H_potential,o15_2H_potential,corners_potential,offsides_potential,cards_potential,avg_potential,home_url,home_image,home_name,away_url,away_image,away_name,home_ppg,away_ppg,pre_match_home_ppg,pre_match_away_ppg,pre_match_teamA_overall_ppg,pre_match_teamB_overall_ppg,u45_potential,u35_potential,u25_potential,u15_potential,u05_potential,corners_o85_potential,corners_o95_potential,corners_o105_potential,team_a_xg_prematch,team_b_xg_prematch,total_xg_prematch,match_url,competition_id,matches_completed_minimum,over05,over15,over25,over35,over45,over55,btts,homeGoals_timings,awayGoals_timings
10,6937206,668367,10579,2023/2024,complete,101446,2,-1,"['31', '35', '45+4']",['64'],3,1,4,2,3,5,3,0,1,2,0,0,7,4,9,6,16,10,7,13,68,32,53446.0,42105,41064,Brisbane Road (London),,1,2,1.35,4.75,6.0,1.01,1.17,1.55,2.38,4.0,17.0,4.5,2.3,1.53,1.22,1.73,2.0,2.2,1.6,7.0,1.07,1.12,1.14,2.38,2.0,2.5,5.0,1.8,2.88,4.75,0,0,0.0,1.5,1.92,2.39,0.0,0.0,2.34,1.85,1.48,0.0,1.69,8.0,2.65,1.36,16.75,3.1,0.0,0.0,1.29,2.25,5.0,10.0,3.5,1.57,1.14,1.03,1.17,1.8,3.5,8.0,5.0,1.91,1.29,1.08,0,0,0,0,4,3,0,0,1,1,3,1696770000,668367,0,0,0,0,0,-1,1,1,1,2,1,1,3,2,1,1,0,1,2,1,1,33,34,53,50,1.73,1.15,2.88,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,19,29,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/clubs/tottenham-hotspur-wfc-668367,teams/england-tottenham-hotspur-wfc.png,Tottenham Hotspur Women,/clubs/bristol-city-womens-fc-10579,teams/england-bristol-city-womens-fc.png,Bristol City Women,1.38,0.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,/england/bristol-city-womens-fc-vs-tottenham-hotspur-wfc-h2h-stats#6937206,9890,17,True,True,True,True,False,False,True,"['31', '35', '45+4']",['64']
11,6937207,668373,10580,2023/2024,complete,101446,2,-1,['69'],[],1,0,1,3,6,9,1,4,1,2,0,0,4,6,7,2,11,8,7,10,50,50,61666.0,11645,24838,"King Power Stadium (Leicester, Leicestershire)",,1,2,2.35,3.6,2.37,1.01,1.2,1.66,2.63,4.33,17.0,4.33,2.19,1.44,1.2,1.62,2.2,4.33,1.18,3.6,1.25,1.5,1.17,1.5,3.0,2.3,2.88,2.75,2.75,2.6,0,0,0.0,1.53,2.0,2.39,0.0,0.0,2.31,1.8,1.49,0.0,1.95,8.0,2.1,2.05,15.0,1.8,0.0,0.0,1.3,2.5,5.5,10.5,3.4,1.5,1.13,1.03,1.17,1.83,3.5,9.0,5.0,1.83,1.29,1.07,0,0,0,0,1,0,0,1,0,1,0,1696773600,668373,0,0,0,0,0,-1,1,1,2,2,1,4,4,5,1,1,0,1,2,1,1,20,24,42,45,1.11,1.1,2.21,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,31,32,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,/clubs/leicester-city-wfc-668373,teams/england-leicester-city-wfc.png,Leicester City WFC,/clubs/everton-fc-women-10580,teams/england-everton-fc-women.png,Everton Women,0.89,1.11,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,/england/everton-fc-women-vs-leicester-city-wfc-h2h-stats#6937207,9890,18,True,False,False,False,False,False,False,['69'],[]
12,6937208,10581,668370,2023/2024,complete,101446,3,-1,"['90+2', '90+4']",['25'],2,1,3,8,3,11,3,1,0,2,0,0,5,3,10,1,15,4,9,8,65,35,1402.0,10560,30174,Emirates Stadium (London),,0,2,1.25,4.9,8.27,1.01,1.2,1.62,2.63,4.5,13.0,4.33,2.1,1.44,1.17,2.2,1.62,1.85,1.85,7.0,1.07,1.04,1.11,3.4,1.73,2.5,8.0,1.53,3.0,7.5,0,0,0.0,0.0,1.88,1.83,2.38,0.0,0.0,1.93,1.83,1.5,1.26,10.0,4.86,1.2,15.0,5.0,1.91,17.0,1.3,2.5,5.5,10.0,3.4,1.5,1.13,1.03,1.18,1.83,3.75,9.0,4.5,1.83,1.25,1.07,0,0,0,0,3,0,1,2,0,2,1,1697374800,10581,0,0,0,0,0,-1,1,1,4,1,4,2,5,6,0,1,0,1,1,1,1,134,19,175,73,2.27,0.61,2.88,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22,13,-1,-1,-1,-1,-1,-1,0,0,0,50,100,0,50,100,0,25.0,3.0,1.0,1.5,/clubs/arsenal-fc-women-10581,teams/england-arsenal-fc-women.png,Arsenal Women,/clubs/aston-villa-lfc-668370,teams/england-aston-villa-lfc.png,Aston Villa Ladies,2.67,1.5,0.0,0.0,0.5,0.0,100,100,100,50,0,100,100,50,1.65,0.0,1.65,/england/arsenal-fc-women-vs-aston-villa-lfc-h2h-stats#6937208,9890,18,True,True,True,False,False,False,True,"['90+2', '90+4']",['25']
13,6937209,10665,668367,2023/2024,complete,101446,3,-1,['8'],"['45+3', '65', '90+4']",1,3,4,4,8,12,0,5,1,0,0,0,4,6,5,6,9,12,7,5,45,55,48234.0,37526,42105,"The American Express Community Stadium (Falmer, East Sussex)",,1,0,2.75,3.4,2.3,1.01,1.2,1.7,2.71,5.1,11.5,3.84,2.0,1.38,1.13,1.62,2.2,3.8,1.22,3.4,1.29,1.51,1.24,1.38,3.25,2.2,2.88,2.88,2.54,2.6,0,0,0.0,1.6,1.97,0.0,0.0,0.0,2.22,1.71,0.0,0.0,1.99,8.3,2.02,2.1,13.5,1.8,0.0,0.0,1.33,2.63,6.0,11.0,3.25,1.44,1.11,1.02,1.2,1.91,3.75,10.0,4.33,1.8,1.25,1.06,0,0,0,0,4,1,1,0,2,2,2,1697382000,668367,0,50,0,50,0,-1,1,1,1,7,3,1,8,4,0,0,1,0,0,1,1,56,77,92,131,1.26,1.74,3.0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,1,15,18,-1,-1,-1,-1,-1,-1,0,0,50,100,100,0,100,100,50,10.0,4.0,3.0,2.5,/clubs/brighton-hove-albion-women-girls-fc-10665,teams/england-brighton-hove-albion-women-girls-fc.png,Brighton & Hove Albion Women,/clubs/tottenham-hotspur-wfc-668367,teams/england-tottenham-hotspur-wfc.png,Tottenham Hotspur Women,0.56,1.56,0.0,0.0,1.5,1.5,100,100,50,0,0,50,0,0,1.1,2.03,3.13,/england/brighton-hove-albion-women-girls-fc-vs-tottenham-hotspur-wfc-h2h-stats#6937209,9890,17,True,True,True,True,False,False,True,['8'],"['45+3', '65', '90+4']"
14,6937210,10578,10666,2023/2024,complete,101446,3,-1,"['36', '90']",[],2,0,2,9,3,12,5,0,1,1,0,0,8,3,9,5,17,8,5,9,72,28,46880.0,27503,37962,"Kingsmeadow (Kingston upon Thames, Surrey)",,1,1,1.08,9.5,21.0,1.01,1.1,1.3,1.75,2.75,17.0,6.5,3.2,1.79,1.4,2.75,1.4,1.5,2.4,11.0,1.01,1.0,1.04,7.5,1.33,3.4,17.0,1.2,4.33,19.0,0,0,0.0,1.45,1.98,2.0,2.5,0.0,2.46,1.83,1.7,1.44,1.06,15.0,11.3,1.1,27.0,7.0,1.44,34.0,1.2,1.83,3.75,8.0,4.33,1.83,1.25,1.06,1.11,1.53,2.63,5.5,6.5,2.38,1.44,1.14,0,0,0,0,2,1,0,1,0,1,1,1697301000,10578,0,50,0,50,0,-1,1,1,6,0,3,3,6,6,1,1,0,0,2,0,-1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,25,15,-1,-1,-1,-1,-1,-1,0,0,50,100,100,0,100,100,50,6.0,3.0,5.0,2.5,/clubs/chelsea-fc-women-10578,teams/england-chelsea-fc-women.png,Chelsea Women,/clubs/west-ham-united-women-fc-10666,teams/england-west-ham-united-women-fc.png,West Ham United Women,2.7,0.88,3.0,3.0,2.0,1.5,100,100,50,0,0,50,0,0,2.75,1.26,4.01,/england/chelsea-fc-women-vs-west-ham-united-women-fc-h2h-stats#6937210,9890,18,True,True,False,False,False,False,False,"['36', '90']",[]
15,6937211,10577,10580,2023/2024,complete,101446,3,-1,[],['31'],0,1,1,4,4,8,3,3,1,3,0,0,4,3,9,3,13,6,5,8,51,49,49167.0,10987,24838,Anfield (Liverpool),,1,3,1.73,3.4,4.5,1.06,1.29,1.7,3.0,5.5,8.0,3.55,1.85,1.36,1.12,1.8,1.91,2.38,1.53,4.75,1.15,1.16,1.22,1.9,2.3,2.2,4.75,2.05,2.5,4.33,0,0,0.0,1.47,1.84,2.29,2.9,0.0,2.44,1.93,1.54,1.33,1.53,8.8,2.85,1.5,9.0,2.88,3.0,8.0,1.36,2.63,6.5,11.0,3.0,1.44,1.1,1.02,1.22,2.0,4.0,11.0,4.0,1.73,1.22,1.05,0,0,0,0,1,0,1,0,0,0,1,1697383800,10580,0,0,0,0,0,-1,1,1,2,2,2,2,4,4,0,0,1,3,0,4,1,58,51,94,91,1.52,0.97,2.49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,29,23,-1,-1,-1,-1,-1,-1,0,0,0,50,100,0,50,100,0,10.0,7.0,5.0,1.5,/clubs/liverpool-fc-women-10577,teams/england-liverpool-fc-women.png,Liverpool Women,/clubs/everton-fc-women-10580,teams/england-everton-fc-women.png,Everton Women,1.56,1.11,3.0,0.0,3.0,0.0,100,100,100,50,0,100,50,0,0.0,1.1,1.1,/england/liverpool-fc-women-vs-everton-fc-women-h2h-stats#6937211,9890,18,True,False,False,False,False,False,False,[],['31']
16,6937212,10576,10579,2023/2024,complete,101446,3,-1,"['9', '33', '38', '45+2', '45+6']",[],5,0,5,10,2,12,2,1,0,1,0,0,13,2,6,1,19,3,6,7,81,19,61666.0,24916,41064,Joie Stadium (Manchester),,0,1,1.02,8.6,15.03,1.0,1.04,1.14,1.4,1.73,34.0,9.0,4.14,2.75,2.0,2.5,1.5,1.73,2.0,0.0,0.0,1.0,1.01,10.0,1.2,4.5,19.0,1.13,6.0,17.0,0,0,0.0,1.4,1.85,2.0,2.5,0.0,2.7,1.95,1.73,1.48,0.0,0.0,0.0,1.08,51.0,8.0,0.0,0.0,1.11,1.57,2.63,5.0,6.0,2.25,1.44,1.14,1.05,1.3,1.91,3.5,11.0,3.4,1.8,1.29,0,0,0,0,5,5,0,0,0,0,5,1697371200,10576,0,100,0,0,0,-1,1,1,6,2,4,0,8,4,0,0,0,1,0,1,1,112,8,138,28,2.91,0.39,3.3,0,0,0,0,0,0,1,1,1,0,2,2,0,0,1,21,13,-1,-1,-1,-1,-1,-1,0,50,50,100,100,50,100,100,0,7.0,0.0,9.0,3.0,/clubs/manchester-city-women-10576,teams/england-manchester-city-women.png,Manchester City Women,/clubs/bristol-city-womens-fc-10579,teams/england-bristol-city-womens-fc.png,Bristol City Women,2.44,0.6,1.0,0.0,2.0,0.0,100,50,50,0,0,50,50,50,1.04,1.15,2.19,/england/manchester-city-women-vs-bristol-city-womens-fc-h2h-stats#6937212,9890,18,True,True,True,True,True,False,False,"['9', '33', '38', '45+2', '45+6']",[]
17,6937213,668366,668373,2023/2024,complete,101446,3,-1,['67'],['60'],1,1,2,6,3,9,2,3,1,5,0,0,9,3,8,2,17,5,6,16,64,36,64372.0,27508,11645,"Leigh Sports Village Stadium (Leigh, Greater Manchester)",,1,5,1.08,6.64,12.28,1.0,1.1,1.29,1.82,3.0,21.0,6.5,2.88,1.72,1.36,2.38,1.53,1.73,2.0,10.0,1.02,1.01,1.04,5.5,1.4,3.2,13.0,1.29,4.0,12.0,0,0,1.29,1.48,2.0,2.2,2.8,3.3,2.5,1.8,1.6,1.38,1.05,15.0,13.0,1.13,23.0,6.0,0.0,0.0,1.2,1.91,4.0,8.0,4.33,1.8,1.22,1.06,1.11,1.57,2.63,5.5,6.5,2.25,1.44,1.14,0,0,0,0,2,0,0,1,1,2,0,1697367600,-1,0,100,100,100,0,-1,1,1,4,1,2,2,5,4,0,1,1,4,1,5,1,100,38,107,58,2.42,0.8,3.22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,28,18,-1,-1,-1,-1,-1,-1,50,100,100,100,100,100,100,100,100,10.0,6.0,3.0,5.0,/clubs/manchester-united-wfc-668366,teams/england-manchester-united-wfc.png,Manchester United Women,/clubs/leicester-city-wfc-668373,teams/england-leicester-city-wfc.png,Leicester City WFC,1.89,1.0,1.0,3.0,2.0,3.0,50,0,0,0,0,100,50,50,1.11,1.82,2.93,/england/manchester-united-wfc-vs-leicester-city-wfc-h2h-stats#6937213,9890,18,True,True,False,False,False,False,True,['67'],['60']
18,6937214,668370,668367,2023/2024,complete,101446,4,-1,"['5', '90+6']","['33', '45+5', '64', '72']",2,4,6,4,6,10,1,2,1,1,0,0,8,12,6,5,14,17,9,6,53,47,53446.0,30174,42105,"Poundland Bescot Stadium (Walsall, West Midlands)",,1,1,1.6,3.6,5.0,1.0,1.17,1.64,2.51,4.6,12.3,4.15,2.14,1.44,1.16,1.73,2.0,2.63,1.43,5.5,1.11,1.13,1.2,2.0,2.1,2.3,5.0,1.91,2.73,4.5,0,0,0.0,1.63,2.03,0.0,0.0,0.0,2.17,1.72,0.0,0.0,1.67,8.5,2.5,1.44,15.0,3.0,0.0,0.0,1.33,2.5,5.5,10.5,3.25,1.5,1.13,1.03,1.18,1.83,3.75,9.0,4.5,1.83,1.25,1.07,0,0,0,0,6,1,2,1,2,3,3,1697887800,668367,0,100,25,75,0,-1,1,1,2,3,2,3,5,5,0,0,1,1,0,2,1,66,49,109,87,1.92,2.26,4.19,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,24,7,-1,-1,-1,-1,-1,-1,0,25,100,100,100,25,50,100,100,10.5,5.0,5.5,3.25,/clubs/aston-villa-lfc-668370,teams/england-aston-villa-lfc.png,Aston Villa Ladies,/clubs/tottenham-hotspur-wfc-668367,teams/england-tottenham-hotspur-wfc.png,Tottenham Hotspur Women,0.56,1.56,0.0,1.5,0.0,2.0,100,75,0,0,0,75,75,75,1.19,1.88,3.07,/england/tottenham-hotspur-wfc-vs-aston-villa-lfc-h2h-stats#6937214,9890,17,True,True,True,True,True,True,True,"['5', '90+6']","['33', '45+5', '64', '72']"
19,6937215,10579,10581,2023/2024,complete,101446,4,-1,['16'],"['7', '59']",1,2,3,0,16,16,2,1,2,2,0,0,2,11,0,8,2,19,4,7,21,79,64372.0,41064,10560,Ashton Gate Stadium (Bristol),,2,2,15.67,10.19,1.08,1.02,1.07,1.29,1.84,2.8,15.0,7.0,2.89,1.9,1.38,2.5,1.5,0.0,0.0,1.43,2.63,3.9,1.04,1.02,13.0,3.2,1.4,13.0,4.0,1.25,0,0,0.0,1.48,2.0,2.21,0.0,0.0,2.4,1.8,1.57,0.0,14.9,15.0,1.04,6.0,32.0,1.13,34.0,1.44,1.2,1.91,4.0,8.0,4.33,1.8,1.22,1.06,1.11,1.57,2.63,5.5,6.5,2.25,1.44,1.14,0,0,0,0,3,1,1,0,1,1,2,1697996700,10581,0,100,100,100,0,-1,1,1,0,7,0,9,7,9,0,1,2,1,1,3,1,10,41,30,62,0.34,2.25,2.6,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,19,31,-1,-1,-1,-1,-1,-1,50,100,100,100,100,100,100,100,100,10.0,5.0,3.0,5.0,/clubs/bristol-city-womens-fc-10579,teams/england-bristol-city-womens-fc.png,Bristol City Women,/clubs/arsenal-fc-women-10581,teams/england-arsenal-fc-women.png,Arsenal Women,0.0,1.78,0.0,1.0,0.0,1.33,50,0,0,0,0,100,50,50,1.02,1.35,2.37,/england/bristol-city-womens-fc-vs-arsenal-fc-women-h2h-stats#6937215,9890,18,True,True,True,False,False,False,True,['16'],"['7', '59']"
20,6937216,10578,10665,2023/2024,complete,101446,4,-1,"['45+4', '52', '74', '82']","['10', '90']",4,2,6,8,3,11,3,1,0,0,0,0,13,5,11,3,24,8,4,6,64,36,61666.0,27503,37526,"Kingsmeadow (Kingston upon Thames, Surrey)",,0,0,1.08,6.64,12.28,1.0,1.1,1.29,1.82,3.0,21.0,6.5,2.88,1.72,1.36,2.38,1.53,1.55,2.3,11.0,1.01,1.03,1.07,3.4,1.4,3.2,13.0,1.29,4.0,12.0,0,0,0.0,1.55,1.99,2.57,0.0,0.0,2.25,1.78,1.41,0.0,1.02,17.0,15.5,1.13,32.0,6.0,0.0,0.0,1.2,1.91,4.0,8.0,4.33,1.8,1.22,1.06,1.11,1.57,2.63,5.5,6.5,2.25,1.44,1.14,0,0,0,0,6,1,1,3,1,4,2,1697979600,10578,0,75,0,25,0,-1,1,-1,6,0,2,3,6,5,0,0,0,0,0,0,1,40,17,80,42,2.7,0.98,3.68,0,0,0,0,0,0,1,1,0,1,0,0,-1,-1,1,27,13,-1,-1,-1,-1,-1,-1,0,0,75,100,100,50,100,100,25,8.5,7.0,2.5,2.75,/clubs/chelsea-fc-women-10578,teams/england-chelsea-fc-women.png,Chelsea Women,/clubs/brighton-hove-albion-women-girls-fc-10665,teams/england-brighton-hove-albion-women-girls-fc.png,Brighton & Hove Albion Women,2.7,1.44,3.0,3.0,2.33,1.0,100,100,25,0,0,25,25,25,2.75,1.42,4.17,/england/chelsea-fc-women-vs-brighton-hove-albion-women-girls-fc-h2h-stats#6937216,9890,18,True,True,True,True,True,True,True,"['45+4', '52', '74', '82']","['10', '90']"
21,6937217,10580,668366,2023/2024,complete,101446,4,-1,[],"['14', '58', '77', '85', '90+3']",0,5,5,6,3,9,2,1,1,1,0,0,5,12,5,5,10,17,11,9,50,50,1402.0,24838,27508,Walton Hall Park (Liverpool),,1,1,6.12,4.89,1.26,1.01,1.17,1.6,2.25,4.33,15.0,4.5,2.23,1.53,1.2,2.1,1.67,7.0,1.07,2.25,1.65,2.45,1.14,1.09,7.5,2.6,1.73,7.0,3.1,1.53,0,0,0.0,1.72,2.13,0.0,0.0,0.0,2.03,1.65,0.0,0.0,5.82,11.0,1.19,4.5,16.0,1.2,0.0,0.0,1.29,2.38,5.0,10.0,3.5,1.53,1.14,1.03,1.17,1.8,3.5,8.0,5.0,1.91,1.29,1.08,0,0,0,0,5,0,1,0,4,4,1,1697976000,668366,0,100,0,50,0,-1,1,1,2,2,4,1,4,5,0,0,1,1,0,2,1,15,23,34,47,1.09,2.07,3.15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,20,-1,-1,-1,-1,-1,-1,0,0,100,100,100,50,50,100,50,10.0,2.0,3.0,3.0,/clubs/everton-fc-women-10580,teams/england-everton-fc-women.png,Everton Women,/clubs/manchester-united-wfc-668366,teams/england-manchester-united-wfc.png,Manchester United Women,0.56,1.56,0.0,3.0,1.0,1.67,100,100,0,0,0,50,50,50,1.4,2.3,3.7,/england/everton-fc-women-vs-manchester-united-wfc-h2h-stats#6937217,9890,18,True,True,True,True,True,False,False,[],"['14', '58', '77', '85', '90+3']"
22,6937218,668373,10576,2023/2024,complete,101446,4,-1,[],['10'],0,1,1,4,10,14,1,4,1,1,0,0,7,9,3,4,10,13,13,10,49,51,48837.0,11645,24916,"King Power Stadium (Leicester, Leicestershire)",,1,1,11.0,6.25,1.18,1.01,1.14,1.35,1.95,3.75,17.0,5.0,2.84,1.8,1.25,1.83,1.83,10.0,1.02,1.95,1.75,2.5,1.13,1.09,7.0,2.63,1.67,7.0,3.2,1.53,0,0,0.0,0.0,1.71,2.11,0.0,0.0,0.0,2.04,1.67,0.0,8.3,14.25,1.08,4.33,18.25,1.2,19.0,2.0,1.25,2.2,4.5,9.0,3.75,1.62,1.17,1.04,1.14,1.73,3.25,7.0,5.5,2.0,1.33,1.1,0,0,0,0,1,0,1,0,0,0,1,1697904900,10576,0,0,0,0,0,-1,1,1,3,4,1,6,7,7,0,0,1,1,0,2,1,29,53,57,90,1.33,1.83,3.16,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,26,28,-1,-1,-1,-1,-1,-1,0,0,0,50,100,0,0,100,50,6.0,3.0,4.0,1.5,/clubs/leicester-city-wfc-668373,teams/england-leicester-city-wfc.png,Leicester City WFC,/clubs/manchester-city-women-10576,teams/england-manchester-city-women.png,Manchester City Women,0.89,2.67,3.0,3.0,2.33,2.33,100,100,100,50,0,50,0,0,1.11,2.29,3.4,/england/manchester-city-women-vs-leicester-city-wfc-h2h-stats#6937218,9890,18,True,False,False,False,False,False,False,[],['10']
23,6937219,10666,10577,2023/2024,complete,101446,4,-1,['90+5'],['52'],1,1,2,4,6,10,2,1,1,1,0,0,3,4,1,9,4,13,9,12,41,59,47037.0,37962,10987,"Chigwell Construction Stadium (Dagenham, Essex)",,1,1,2.04,3.16,2.84,1.07,1.3,1.7,3.3,6.5,7.5,3.2,1.85,1.28,1.1,1.67,2.1,3.3,1.29,3.0,1.33,1.45,1.25,1.36,2.75,2.2,3.5,2.5,2.38,3.1,0,0,0.0,0.0,1.8,2.14,0.0,0.0,0.0,2.0,1.65,0.0,1.95,8.7,2.04,1.73,8.5,2.3,0.0,0.0,1.36,2.63,6.5,11.0,3.0,1.44,1.1,1.02,1.22,2.0,4.0,11.0,4.0,1.73,1.22,1.05,0,0,0,0,2,0,0,1,1,2,0,1697983200,-1,0,0,0,0,0,-1,1,1,2,4,2,2,6,4,1,0,0,1,1,1,1,39,50,68,97,0.75,1.47,2.22,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,25,24,-1,-1,-1,-1,-1,-1,0,0,0,50,100,0,0,100,50,1.0,0.0,4.0,1.5,/clubs/west-ham-united-women-fc-10666,teams/england-west-ham-united-women-fc.png,West Ham United Women,/clubs/liverpool-fc-women-10577,teams/england-liverpool-fc-women.png,Liverpool Women,0.6,1.67,0.0,3.0,1.0,2.0,100,100,100,50,0,50,50,50,0.67,0.97,1.64,/england/liverpool-fc-women-vs-west-ham-united-women-fc-h2h-stats#6937219,9890,18,True,True,False,False,False,False,True,['90+5'],['52']
24,6937220,10581,10576,2023/2024,complete,101446,5,-1,"['14', '87']",['72'],2,1,3,3,2,5,3,1,5,3,0,0,7,5,1,9,8,14,11,8,39,61,11713.0,10560,24916,"Meadow Park (Borehamwood, Hertfordshire)","Broughinge Road, Borehamwood, Hertfordshire",5,3,2.2,3.6,2.63,1.03,1.21,1.62,2.75,4.6,12.0,3.74,2.15,1.37,1.17,1.57,2.25,2.8,1.38,3.8,1.22,1.38,1.24,1.51,2.75,2.3,3.2,2.5,2.52,2.88,0,0,0.0,1.42,1.63,2.02,0.0,0.0,2.58,2.16,1.73,0.0,1.76,8.8,2.36,1.73,10.5,2.1,3.5,6.0,1.3,2.5,5.5,10.5,3.4,1.5,1.13,1.03,1.18,1.83,3.75,9.0,4.5,1.83,1.25,1.07,0,0,0,0,3,1,0,1,1,2,1,1699187400,10581,0,25,0,0,0,-1,1,1,3,1,0,0,4,0,3,3,2,0,6,2,1,23,23,42,46,1.16,1.39,2.55,1,0,0,0,1,0,1,1,0,0,0,1,2,0,1,36,16,-1,-1,-1,-1,-1,-1,0,0,25,50,100,0,50,75,50,20.0,5.5,2.5,1.75,/clubs/arsenal-fc-women-10581,teams/england-arsenal-fc-women.png,Arsenal Women,/clubs/manchester-city-women-10576,teams/england-manchester-city-women.png,Manchester City Women,2.67,2.67,1.5,3.0,1.75,2.5,100,100,75,50,0,75,75,75,1.96,2.06,4.02,/england/manchester-city-women-vs-arsenal-fc-women-h2h-stats#6937220,9890,18,True,True,True,False,False,False,True,"['14', '87']",['72']
